Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1044261,2020-03-09 08:25:36,2269768987945882,fraud_Bradtke PLC,grocery_pos,85.73,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,648524d418cfc09f0bd4d0d49ba1ee7e,1362817536,43.455279,-77.383813,0
229124,2019-04-26 02:20:52,180011453250192,fraud_Kutch and Sons,grocery_pos,105.98,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,838e12fa04b5127097b6bad03b6aa616,1335406852,40.893639,-91.391661,0
1112807,2020-04-07 17:32:12,6011148190095209,fraud_Howe PLC,entertainment,184.53,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,e844d17cb8075aff3220ba6339fb313e,1365355932,37.669505,-121.874798,0
266914,2019-05-12 15:12:30,371009169330125,fraud_Spencer PLC,entertainment,86.26,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,db7f4eba4f102d0e4100c0183c1e78ae,1336835550,31.186314000000003,-84.37513100000001,0
441358,2019-07-15 14:24:09,3521417320836166,fraud_Reichel LLC,personal_care,80.76,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,999f5a4bc12b29af523c3bf068aef89e,1342362249,40.333265,-87.10924399999999,0
157018,2019-03-24 20:55:13,501882822387,fraud_Lynch-Wisozk,home,69.84,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,98798967ba0a829fb3a154408cf6d117,1332622513,31.479876,-91.120188,0
729968,2019-11-08 11:31:22,3534330126107879,fraud_Sawayn PLC,shopping_pos,122.28,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,1abd2d6a38b1e039d07e81c62a6f6cc3,1352374282,44.511185,-109.148661,0
589596,2019-09-07 15:21:40,3589255887819806,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,3.62,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,6e25439c773c88b914e311e5ad1fa026,1347031300,40.10584,-78.55713399999999,0
146502,2019-03-20 05:03:41,583699482621,"fraud_Osinski, Ledner and Leuschke",grocery_pos,84.25,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,fecf24c6460cfe91e5be7786887836de,1332219821,43.940572,-88.78718,0
1175747,2020-05-05 15:49:35,4191109180926792,fraud_O'Connell-Ullrich,home,18.76,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,b02a05fe8ae1960c23ffb0ce69455389,1367768975,39.63375,-81.85334300000001,0
1027625,2020-03-02 00:53:03,3521417320836166,"fraud_Heller, Gutmann and Zieme",grocery_pos,199.27,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,39399f50dea1b4ffd2a74d68464e3b3d,1362185583,39.133356,-85.35368299999999,0
998584,2020-02-13 11:38:05,3589289942931264,"fraud_Raynor, Reinger and Hagenes",gas_transport,64.36,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,748666b64e4923728091dc6457cb14dc,1360755485,43.545831,-97.107881,0
569973,2019-08-30 19:07:12,3528231451607350,fraud_Bins-Howell,personal_care,116.47,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,b91236b403c7fe75a087e7d3a12e7af2,1346353632,39.801267,-75.93621800000001,0
653573,2019-10-05 18:58:46,567868110212,"fraud_Schneider, Hayes and Nikolaus",food_dining,77.86,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,fb3ac9d623bfe3cfae3c8f49da73c01a,1349463526,29.171988,-94.588609,0
1173836,2020-05-04 23:16:12,2305336922781618,fraud_Spencer PLC,entertainment,95.23,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,b95f8484d770e5fe28b852ff04c9b724,1367709372,39.730988,-92.880753,0
1287030,2020-06-17 05:39:34,2248735346244816,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,6.65,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,9a9027b3749b6606e79c7c8a8674fe05,1371447574,38.845431,-101.089159,0
82038,2019-02-18 06:12:18,3589289942931264,"fraud_Mosciski, Gislason and Mertz",grocery_pos,72.88,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,d4d6a0153669ed6d13af6939bde79f79,1329545538,44.328487,-97.404027,0
1005298,2020-02-17 00:46:30,213153151785052,"fraud_Swift, Bradtke and Marquardt",grocery_net,57.48,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,378d47cf765af5d0a40a12a0e6136644,1361061990,44.868247,-90.619614,0
795884,2019-12-02 22:53:53,3517527805128735,fraud_Kihn Inc,shopping_pos,696.62,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,13bcad015552dc1f8435aa7df7936a76,1354488833,41.79208,-87.88244300000001,0
273366,2019-05-15 09:29:24,376262134119629,fraud_Schmitt Inc,gas_transport,95.03,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,11fa9079cf2c67d7fd7eb733e347f519,1337074164,27.153332,-81.209418,0
770694,2019-11-25 18:31:12,3585052663373890,"fraud_Ritchie, Bradtke and Stiedemann",travel,9.21,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,3b887ccb3eee367abc23d412c9f32a3f,1353868272,43.368684,-74.981126,0
1149556,2020-04-24 12:59:54,3540210836308425,fraud_Hamill-D'Amore,health_fitness,74.61,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,9fc3ddebc3bb36f3fd778553f0afa70d,1366808394,35.400745,-102.722177,0
664701,2019-10-10 14:28:07,2235613922823698,fraud_Buckridge PLC,misc_pos,8.85,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,08d7d0b9873a59fe1b1957ddbd9cb03b,1349879287,42.322863,-104.37252,0
795409,2019-12-02 21:27:14,4904681492230012,fraud_Adams-Barrows,health_fitness,22.78,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,d7ed7e25112ecae056aeadf5012180f7,1354483634,41.572802,-73.92955400000001,0
493532,2019-08-03 17:09:45,213174467670432,fraud_Gottlieb-Hansen,personal_care,18.49,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,565e5674210c211eb5922a272f7c8a6e,1344013785,39.357196,-76.460924,0
878068,2019-12-21 23:17:57,213102873001603,"fraud_Hills, Hegmann and Schaefer",health_fitness,67.52,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,7adecfc8f03b26ff982f3525dfd93950,1356131877,44.235357,-125.042542,0
346894,2019-06-12 04:11:17,6011348830550197,"fraud_Hayes, Marquardt and Dibbert",misc_net,244.74,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,354e719f415b1abd29e6e2c773766762,1339474277,33.975851,-87.097828,0
506308,2019-08-07 21:59:02,3524574586339330,"fraud_Okuneva, Schneider and Rau",shopping_pos,58.31,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,7c4da3beffcfbc3851c5f9b7e3743b75,1344376742,26.815684,-81.371299,0
540055,2019-08-19 12:56:50,4512828414983801773,fraud_Wiza LLC,misc_pos,17.1,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,471a0a34623508b329d93627371f095d,1345381010,40.003623,-79.328317,0
1160805,2020-04-28 20:37:38,4301028321766222513,fraud_Schumm PLC,health_fitness,77.44,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,347238ec360ac1b22b29351ea5268fa3,1367181458,40.452366,-81.019835,0
726127,2019-11-06 06:39:51,2269768987945882,fraud_Cartwright-Harris,grocery_pos,117.95,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,9c23bc7168d7c56777294d29be9bdf39,1352183991,43.66336,-76.893642,0
944889,2020-01-12 19:52:07,2712209726293386,fraud_Beier-Hyatt,shopping_pos,7.15,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,24c91115774373bb82990cbbc49b33be,1358020327,29.84631,-90.744462,0
312375,2019-05-31 09:15:03,3565423334076143,fraud_Harris Group,food_dining,27.07,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,75f4c06eda2af40b421e252e70547fdb,1338455703,39.363855,-86.98044200000001,0
866469,2019-12-19 06:58:05,3545109339866548,fraud_Pacocha-O'Reilly,grocery_pos,75.15,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,ad73d6067cfed82973025b3b387f7b74,1355900285,32.838083000000005,-90.94787,0
447452,2019-07-18 05:31:19,4254074738931278,"fraud_Goldner, Kovacek and Abbott",grocery_pos,125.79,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,cd42e768bcb9779d5bfd1044f94a0087,1342589479,41.545443,-78.12155600000001,0
937381,2020-01-08 12:30:38,567868110212,"fraud_Goyette, Howell and Collier",shopping_pos,11.9,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,935fef286091d3fb93b5e3a94a8e8d18,1357648238,30.528111,-95.627704,0
28305,2019-01-17 13:58:22,4908846471916297,"fraud_Okuneva, Schneider and Rau",shopping_pos,3.85,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,597f12dbaab72127ab8f5b5e22671f12,1326808702,31.738575,-96.802347,0
1124757,2020-04-13 12:17:46,3521417320836166,fraud_Nolan-Williamson,kids_pets,235.04,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,8583c64b1e121b16c01d8843557c3b7c,1365855466,40.433075,-85.833049,0
988344,2020-02-07 14:59:01,30118423745458,"fraud_McDermott, Osinski and Morar",home,11.84,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1993-04-29,12b3e186d642964e708436a2a211d6d2,1360249141,41.20857,-74.833726,0
1171489,2020-05-04 06:42:47,4550599031376731,fraud_Kuhn LLC,shopping_pos,4.24,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,b433a2ef0abdc2df47307189eac8b34e,1367649767,41.389123,-82.314113,0
230193,2019-04-26 16:48:02,371009169330125,fraud_Romaguera and Sons,travel,5.76,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,9acff0bed8f96f002b6e5f9e46c9b464,1335458882,32.058501,-84.257952,0
631174,2019-09-25 15:20:04,3589255887819806,"fraud_Cole, Hills and Jewess",home,27.04,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,f0613f1609cdad3e9c7a45268f972251,1348586404,40.146281,-77.697505,0
115775,2019-03-06 17:23:12,4861310130652566408,fraud_Connelly PLC,food_dining,66.36,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,7462c0d408ff66d93ef201bd1bf305e5,1331054592,29.655268,-90.744216,0
1137625,2020-04-19 11:22:28,4587657402165341815,fraud_Luettgen PLC,gas_transport,81.81,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,31fe67769ff68bfacb207acc7124e4cd,1366370548,40.624582,-87.87600400000001,0
183486,2019-04-06 02:12:31,676292294938,fraud_Towne LLC,misc_pos,3.69,Lisa,Fitzpatrick,F,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,1927-08-25,d21cbd56ec0050bf12c43b1c5d4db8ee,1333678351,41.972963,-76.058953,0
21330,2019-01-13 20:10:46,30551643947183,fraud_Kulas Group,health_fitness,21.92,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,3349b2e165e573ff3ef0a07e8820cbad,1326485446,34.478658,-81.727285,0
452666,2019-07-20 09:10:42,3596357274378601,"fraud_Raynor, Feest and Miller",gas_transport,72.22,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,6397a46ef350204731e10f677a663dc5,1342775442,41.873785,-78.54736,0
905023,2019-12-28 05:44:26,4319584480204988982,fraud_Gutmann Ltd,grocery_net,38.07,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,32a228ac47ca57314aebbc29680439f3,1356673466,37.704069,-83.41125100000001,0
828229,2019-12-10 03:32:44,378278619832195,"fraud_Mosciski, Ziemann and Farrell",shopping_net,2.63,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,9950ddfaebbb2b4798a242a627cca6f8,1355110364,44.940342,-122.953374,0
58636,2019-02-04 13:47:41,3590736522064285,fraud_Stoltenberg-Beatty,shopping_pos,9.64,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,0900dabb26505a16d6ac62ac6e7eda22,1328363261,35.506846,-92.781554,0
487819,2019-08-01 14:50:28,6550399784335736,"fraud_Nienow, Ankunding and Collier",misc_pos,4.25,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,d9c45f48832c9c6b0bff456b962e5bda,1343832628,26.553203999999997,-81.959111,0
226986,2019-04-24 21:35:18,675945690716,fraud_Boyer PLC,misc_pos,6.97,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,72471aa26144a892bc7177e5fc9ae7dd,1335303318,41.477503000000006,-80.44453,0
579964,2019-09-02 15:59:36,30044330818990,"fraud_Torp, Muller and Borer",health_fitness,59.1,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,103b40f73fc44c034663e5497f3c953c,1346601576,26.290391999999997,-82.378873,0
636475,2019-09-28 09:34:45,3518758680062249,"fraud_Reilly, Heaney and Cole",gas_transport,69.17,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,226d566c2e3f6ebbbe95d89da6c3697a,1348824885,38.787627,-109.645979,0
1014793,2020-02-22 23:26:31,639023984367,fraud_Kulas Group,health_fitness,92.88,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,329f8b230759d2fd5816103a167f8a07,1361575591,44.462643,-74.12356899999999,0
578273,2019-09-02 01:41:32,213157767990030,fraud_Strosin-Cruickshank,grocery_pos,192.04,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,f27f0b49a57e025b8ec72d2f3322a7bd,1346550092,42.562174,-108.880669,0
